City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Melbourne / Stockholm,1956,Aquatics,Swimming,"FURUKAWA, Masaru",JPN,Men,200m breaststroke,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"YOSHIMURA, Masahiro",JPN,Men,200m breaststroke,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"TEN ELSEN, Eva-Maria",EUA,Women,200m breaststroke,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"HAPPE-KREY, Ursula",EUA,Women,200m breaststroke,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200m breaststroke,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"TUMPEK, György",HUN,Men,200m butterfly,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"YORZYK, William Albert Jr.",USA,Men,200m butterfly,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"ISHIMOTO, Takashi",JPN,Men,200m butterfly,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,400m freestyle,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"ROSE, Murray",AUS,Men,400m freestyle,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400m freestyle,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,400m freestyle,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,400m freestyle,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,400m freestyle,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"ABERNETHY, Moira",RSA,Women,4x100m freestyle relay,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"MYBURGH, Jeanette Evelyn",RSA,Women,4x100m freestyle relay,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"MYBURGH, Natalie Ann",RSA,Women,4x100m freestyle relay,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"ROBERTS, Susan Elizabeth",RSA,Women,4x100m freestyle relay,W,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,4x100m freestyle relay,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4x100m freestyle relay,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"LEECH, Faith Yvonne",AUS,Women,4x100m freestyle relay,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"MORGAN, Sandra Anne",AUS,Women,4x100m freestyle relay,W,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",USA,Women,4x100m freestyle relay,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"MANN, Shelley Isabel",USA,Women,4x100m freestyle relay,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,4x100m freestyle relay,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"SIMONS, Nancy Joan",USA,Women,4x100m freestyle relay,W,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"NIKITIN, Boris",URS,Men,4x200m freestyle relay,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"NIKOLAEV, Gennadi",URS,Men,4x200m freestyle relay,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"SOROKIN, Vitali",URS,Men,4x200m freestyle relay,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"STRUZHANOV, Vladimir",URS,Men,4x200m freestyle relay,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Swimming,"DEVITT, John",AUS,Men,4x200m freestyle relay,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Men,4x200m freestyle relay,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"O'HALLORAN, Kevin",AUS,Men,4x200m freestyle relay,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"ROSE, Murray",AUS,Men,4x200m freestyle relay,M,Gold
Melbourne / Stockholm,1956,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,4x200m freestyle relay,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"HANLEY, Richard Dennis",USA,Men,4x200m freestyle relay,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,4x200m freestyle relay,M,Silver
Melbourne / Stockholm,1956,Aquatics,Swimming,"WOOLSEY, William Tripp",USA,Men,4x200m freestyle relay,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"AGEEV, Viktor",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"BREUS, Pyotr",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"GOIKHMAN, Boris",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"GVAKHARIYA, Nodar",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"KURENNOI, Vyacheslav",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"MARKAROV, Boris",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"MSHVENIERADZE, Pyotr",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"PROKOPOV, Valentin",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"RYZHAK, Mikhail",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"SHLYAPIN, Yuri",URS,Men,water polo,M,Bronze
Melbourne / Stockholm,1956,Aquatics,Water polo,"BOLVARI, Antal",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"BOROS, Otto",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"HEVESI, Istvan",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"KARPATI, György",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"ZADOR, Ervin",HUN,Men,water polo,M,Gold
Melbourne / Stockholm,1956,Aquatics,Water polo,"CIPCI, Ivo",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"FRANJKOVIC, Tomislav",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"IVKOVIC, Vladimir",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"JEZIC, Zdravko",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"KACIC, Horivoje",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"KOVACIC, Zdravko",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"RADONIC, Lovro",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Aquatics,Water polo,"ZUZEJ, Marjan",YUG,Men,water polo,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"LAWRENCE, Allan",AUS,Men,10000m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"KUTS, Vladimir",URS,Men,10000m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"KOVACS, Jozsef",HUN,Men,10000m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"HOGAN, Hector",AUS,Men,100m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,100m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,100m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,100m,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,100m,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,100m,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"SHANKLE, Joel",USA,Men,110m hurdles,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CALHOUN, Lee",USA,Men,110m hurdles,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"DAVIS, Jack",USA,Men,110m hurdles,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"LANDY, John",AUS,Men,1500m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"DELANY, Ronald Michael",IRL,Men,1500m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"RICHTZENHAIN, Klaus",EUA,Men,1500m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,200m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,200m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,200m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,200m,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,200m,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,200m,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"JUNK, Bruno",URS,Men,20km walk,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"SPIRIN, Leonid",URS,Men,20km walk,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MIKENAS, Antanas",URS,Men,20km walk,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"LARSEN, Ernst",NOR,Men,3000m steeplechase,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"BRASHER, Christopher William",GBR,Men,3000m steeplechase,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"ROZSNYOI, Sandor",HUN,Men,3000m steeplechase,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"HELLSTEN, Voitto Valdemar",FIN,Men,400m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"IGNATYEV, Ardalion",URS,Men,400m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,400m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"HAAS, Karl-Friedrich",EUA,Men,400m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"CULBREATH, Joshua",USA,Men,400m hurdles,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"DAVIS, Glenn Ashby",USA,Men,400m hurdles,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"SOUTHERN, Silas Edward",USA,Men,400m hurdles,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"FÜTTERER, Heinz",EUA,Men,4x100m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"GERMAR, Manfred",EUA,Men,4x100m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"KNÖRZER, Lothar",EUA,Men,4x100m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"POHL, Leonard (Leo)",EUA,Men,4x100m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,4x100m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"KING, Leamon",USA,Men,4x100m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,4x100m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MURCHISON, Ira James",USA,Men,4x100m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"BARTENEV, Leonid",URS,Men,4x100m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KONOVALOV, Yuri",URS,Men,4x100m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"SUKHAREV, Vladimir",URS,Men,4x100m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"TOKAREV, Boris",URS,Men,4x100m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"DANIELS, Isabelle Francis",USA,Women,4x100m relay,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"FAGGS, Mae Heriwentha",USA,Women,4x100m relay,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"MATTHEWS, Margaret Rejean",USA,Women,4x100m relay,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"RUDOLPH, Wilma",USA,Women,4x100m relay,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",AUS,Women,4x100m relay,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,4x100m relay,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",AUS,Women,4x100m relay,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,4x100m relay,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"ARMITAGE, Heather Joy",GBR,Women,4x100m relay,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"FOULDS-PAUL, June Florence",GBR,Women,4x100m relay,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"PASHLEY, Anne",GBR,Women,4x100m relay,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"SCRIVENS, Jean Eileen",GBR,Women,4x100m relay,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"HIGGINS, Francis Peter",GBR,Men,4x400m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,4x400m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"SALISBURY, John Edward",GBR,Men,4x400m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"WHEELER, Michael Keith Valentine",GBR,Men,4x400m relay,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,4x400m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,4x400m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"JONES, Louis Woodard III",USA,Men,4x400m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MASHBURN, Jesse William",USA,Men,4x400m relay,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"GIPSON, Graham Chater",AUS,Men,4x400m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"GOSPER, Richard Kevan",AUS,Men,4x400m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"GREGORY, Leonard Stuart",AUS,Men,4x400m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"LEAN, David Francis",AUS,Men,4x400m relay,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"IBBOTSON, George Derek",GBR,Men,5000m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"KUTS, Vladimir",URS,Men,5000m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"PIRIE, Douglas A.Gordon",GBR,Men,5000m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50km walk,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"READ, Norman Richard",NZL,Men,50km walk,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MASKINSKOV, Yevgeni",URS,Men,50km walk,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"BOYSEN, Audun",NOR,Men,800m,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,800m,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,800m,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"THROWER-AUSTIN, Norma Claire",AUS,Women,80m hurdles,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,80m hurdles,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"KÖHLER-BIRKEMEYER, Gisela",EUA,Women,80m hurdles,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KUZNETSOV, Vasili",URS,Men,decathlon,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CAMPBELL, Milton Gray",USA,Men,decathlon,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"JOHNSON, Rafer Lewis",USA,Men,decathlon,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KOCH, Desmond Dalworth",USA,Men,discus throw,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"OERTER, Alfred",USA,Men,discus throw,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"GORDIEN, Fortune Edward",USA,Men,discus throw,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"ROMASHKOVA-PONOMAREVA, Nina",URS,Women,discus throw,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"FIKOTOVA-CONNOLLY, Olga",TCH,Women,discus throw,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"BEGLYAKOVA, Irina",URS,Women,discus throw,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"SAMOTSVETOV, Anatoli",URS,Men,hammer throw,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"CONNOLLY, Harold Vincent",USA,Men,hammer throw,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"KRIVONOSOV, Mikhail",URS,Men,hammer throw,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KASHKAROV, Igor",URS,Men,high jump,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"DUMAS, Charles Everett",USA,Men,high jump,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"PORTER, Charles Michael",AUS,Men,high jump,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"MCDANIEL, Mildred Louise",USA,Women,high jump,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"HOPKINS, Thelma Elizabeth",GBR,Women,high jump,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"PISSAREVA, Mariya",URS,Women,high jump,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"TSYBULENKO, Viktor",URS,Men,javelin throw,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"DANIELSEN, Egil",NOR,Men,javelin throw,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"SIDLO, Janusz",POL,Men,javelin throw,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KONYAEVA, Nadezhda",URS,Women,javelin throw,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"YAUNZEME, Inese",URS,Women,javelin throw,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"AHRENS, Marlene",CHI,Women,javelin throw,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"VALKAMA, Jorma Rainer",FIN,Men,long jump,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"BELL, Gregory Curtis",USA,Men,long jump,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"BENNETT, John Dale",USA,Men,long jump,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KHNYKINA-DVALISHVILI, Nadezhda",URS,Women,long jump,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"DUNSKA-KRZESINSKA, Elzbieta",POL,Women,long jump,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"WHITE, Willie B.",USA,Women,long jump,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KARVONEN, Veikko Leo",FIN,Men,marathon,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"MIMOUN, Alain",FRA,Men,marathon,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"MIHALIC, Franjo",YUG,Men,marathon,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"ROUBANIS, Georgios",GRE,Men,pole vault,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"RICHARDS, Robert",USA,Men,pole vault,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"GUTOWSKI, Robert Allen",USA,Men,pole vault,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"SKOBLA, Jiri",TCH,Men,shot put,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"O, William Patrick Jr.",USA,Men,shot put,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"NIEDER, William Henry",USA,Men,shot put,M,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"WERNER-SCHULZE-ENTRUP, Marianne",EUA,Women,shot put,W,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"TYSHKEVICH, Tamara",URS,Women,shot put,W,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"ZYBINA, Galina",URS,Women,shot put,W,Silver
Melbourne / Stockholm,1956,Athletics,Athletics,"KREER, Vitold",URS,Men,triple jump,M,Bronze
Melbourne / Stockholm,1956,Athletics,Athletics,"FERREIRA DA SILVA, Adhemar",BRA,Men,triple jump,M,Gold
Melbourne / Stockholm,1956,Athletics,Athletics,"EINARSSON, Vilhjalmur",ISL,Men,triple jump,M,Silver
Melbourne / Stockholm,1956,Basketball,Basketball,"BLIXEN, Carlos S.",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"CHELLE, Nelson R.",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"CORTES, Ramiro",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"COSTA, Hector J.",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"DEMARCO, Nelson",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"GARCIA OTERO, Hector",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"GONZALEZ, Carlos",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"MATTO, Sergio A.",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"MERA, Raul E.",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"MOGLIA, Oscar",URU,Men,basketball,M,Bronze
Melbourne / Stockholm,1956,Basketball,Basketball,"OLASCOAGA, Ariel",URU,Men,basketball,M,Bronze
